,Unnamed: 0,transaction_date,ticker,amount,sell_date,weight,gain,holding_time,type_y,party,name,region,sector
385,408,2016-03-31,BLK,"$1,001 - $15,000",2020-11-05,8000.5,0.96197547661705,1680.0,sen,Republican,William Cassidy,SE,Financial Services
386,409,2016-03-31,CSCO,"$1,001 - $15,000",2018-12-07,8000.5,0.6311907181861174,981.0,sen,Republican,William Cassidy,SE,Technology
387,410,2016-10-31,VFC,"$1,001 - $15,000",2018-04-23,8000.5,0.4406936243049199,539.0,sen,Republican,William Cassidy,SE,Consumer Cyclical
388,411,2016-10-31,GWW,"$1,001 - $15,000",2018-04-23,8000.5,0.3745915495105633,539.0,sen,Republican,William Cassidy,SE,Industrials
389,412,2016-10-31,LOW,"$1,001 - $15,000",2020-11-05,8000.5,1.5393847880751137,1466.0,sen,Republican,William Cassidy,SE,Consumer Cyclical
390,413,2017-10-24,MDT,"$1,001 - $15,000",2018-12-07,8000.5,0.1980675499150156,409.0,sen,Republican,William Cassidy,SE,Healthcare
391,415,2016-03-31,EMR,"$1,001 - $15,000",2020-03-09,8000.5,-0.0739242438176546,1439.0,sen,Republican,William Cassidy,SE,Industrials
392,416,2018-04-25,XOM,"$1,001 - $15,000",2018-12-07,8000.5,-0.0233962340924724,226.0,sen,Republican,William Cassidy,SE,Energy
393,417,2016-03-31,WMT,"$1,001 - $15,000",2020-11-05,8000.5,1.0947584420439471,1680.0,sen,Republican,William Cassidy,SE,Consumer Defensive
394,418,2018-04-23,SBUX,"$1,001 - $15,000",2020-11-05,8000.5,0.5581155946411899,927.0,sen,Republican,William Cassidy,SE,Consumer Cyclical
395,419,2018-04-23,PG,"$1,001 - $15,000",2020-11-05,8000.5,0.950411025791952,927.0,sen,Republican,William Cassidy,SE,Consumer Defensive
396,420,2016-03-31,NVS,"$1,001 - $15,000",2018-12-07,8000.5,0.2020982764912989,981.0,sen,Republican,William Cassidy,SE,Healthcare
397,422,2017-10-24,MDT,"$1,001 - $15,000",2018-12-07,8000.5,0.1980675499150156,409.0,sen,Republican,William Cassidy,SE,Healthcare
398,423,2017-03-29,FRT,"$1,001 - $15,000",2018-12-07,8000.5,0.0065340624548052,618.0,sen,Republican,William Cassidy,SE,Real Estate
399,424,2016-10-31,AMGN,"$1,001 - $15,000",2020-11-05,8000.5,0.6433125191464504,1466.0,sen,Republican,William Cassidy,SE,Healthcare
400,425,2018-04-23,CVS,"$1,001 - $15,000",2018-12-07,8000.5,0.1280450059932796,228.0,sen,Republican,William Cassidy,SE,Healthcare
401,426,2016-03-31,CSCO,"$1,001 - $15,000",2018-12-07,8000.5,0.6311907181861174,981.0,sen,Republican,William Cassidy,SE,Technology
402,427,2018-04-23,CMCSA,"$1,001 - $15,000",2018-12-07,8000.5,0.1045173022487117,228.0,sen,Republican,William Cassidy,SE,Communication Services
403,428,2017-10-25,DIS,"$1,001 - $15,000",2018-12-07,8000.5,0.1449897736472608,408.0,sen,Republican,William Cassidy,SE,Communication Services
404,429,2016-10-31,PPG,"$1,001 - $15,000",2019-01-25,8000.5,0.1113497589650303,816.0,sen,Republican,William Cassidy,SE,Basic Materials
405,430,2019-01-25,NVS,"$1,001 - $15,000",2019-04-05,8000.5,0.0935427431023418,70.0,sen,Republican,William Cassidy,SE,Healthcare
406,431,2016-03-31,WMT,"$1,001 - $15,000",2020-11-05,8000.5,1.0947584420439471,1680.0,sen,Republican,William Cassidy,SE,Consumer Defensive
407,432,2016-10-31,TROW,"$1,001 - $15,000",2020-07-15,8000.5,1.0631150312654984,1353.0,sen,Republican,William Cassidy,SE,Financial Services
408,433,2018-04-23,PG,"$1,001 - $15,000",2020-11-05,8000.5,0.950411025791952,927.0,sen,Republican,William Cassidy,SE,Consumer Defensive
409,435,2019-01-25,MDT,"$1,001 - $15,000",2020-11-05,8000.5,0.1952425436518078,650.0,sen,Republican,William Cassidy,SE,Healthcare
410,436,2016-03-31,BLK,"$1,001 - $15,000",2020-11-05,8000.5,0.96197547661705,1680.0,sen,Republican,William Cassidy,SE,Financial Services
411,437,2016-03-31,EMR,"$1,001 - $15,000",2020-03-09,8000.5,-0.0739242438176546,1439.0,sen,Republican,William Cassidy,SE,Industrials
412,438,2016-10-31,AMGN,"$1,001 - $15,000",2020-11-05,8000.5,0.6433125191464504,1466.0,sen,Republican,William Cassidy,SE,Healthcare
413,439,2017-10-25,T,"$1,001 - $15,000",2020-03-09,8000.5,0.0358314985995881,866.0,sen,Republican,William Cassidy,SE,Communication Services
414,440,2019-01-25,AAPL,"$1,001 - $15,000",2020-11-05,8000.5,2.01800210253276,650.0,sen,Republican,William Cassidy,SE,Technology
415,441,2016-10-31,TROW,"$1,001 - $15,000",2020-07-15,8000.5,1.0631150312654984,1353.0,sen,Republican,William Cassidy,SE,Financial Services
416,442,2018-04-23,SBUX,"$1,001 - $15,000",2020-11-05,8000.5,0.5581155946411899,927.0,sen,Republican,William Cassidy,SE,Consumer Cyclical
417,444,2016-10-31,LOW,"$1,001 - $15,000",2020-11-05,8000.5,1.5393847880751137,1466.0,sen,Republican,William Cassidy,SE,Consumer Cyclical
418,445,2018-04-23,IBM,"$1,001 - $15,000",2020-11-05,8000.5,-0.2131496040848693,927.0,sen,Republican,William Cassidy,SE,Technology
419,446,2019-01-25,DIS,"$1,001 - $15,000",2020-11-05,8000.5,0.1428571722904007,650.0,sen,Republican,William Cassidy,SE,Communication Services
420,447,2019-01-25,CMCSA,"$1,001 - $15,000",2020-11-05,8000.5,0.23951928415892,650.0,sen,Republican,William Cassidy,SE,Communication Services
421,448,2019-01-25,CSCO,"$1,001 - $15,000",2020-11-05,8000.5,-0.1929330440018249,650.0,sen,Republican,William Cassidy,SE,Technology
422,449,2019-01-25,AAPL,"$1,001 - $15,000",2020-11-05,8000.5,2.01800210253276,650.0,sen,Republican,William Cassidy,SE,Technology
423,450,2019-01-25,AAPL,"$1,001 - $15,000",2020-11-05,8000.5,2.01800210253276,650.0,sen,Republican,William Cassidy,SE,Technology
424,451,2018-04-23,UPS,"$1,001 - $15,000",2020-11-05,8000.5,0.4990376376469048,927.0,sen,Republican,William Cassidy,SE,Industrials
425,452,2018-04-23,SBUX,"$1,001 - $15,000",2020-11-05,8000.5,0.5581155946411899,927.0,sen,Republican,William Cassidy,SE,Consumer Cyclical
426,453,2020-07-15,PLD,"$1,001 - $15,000",2020-11-05,8000.5,0.1295071438692718,113.0,sen,Republican,William Cassidy,SE,Real Estate
427,454,2018-04-23,PG,"$1,001 - $15,000",2020-11-05,8000.5,0.950411025791952,927.0,sen,Republican,William Cassidy,SE,Consumer Defensive
428,455,2018-12-07,JPM,"$1,001 - $15,000",2020-11-05,8000.5,0.010262344362458,699.0,sen,Republican,William Cassidy,SE,Financial Services
429,457,2019-01-25,MDT,"$1,001 - $15,000",2020-11-05,8000.5,0.1952425436518078,650.0,sen,Republican,William Cassidy,SE,Healthcare
430,458,2016-10-31,LOW,"$1,001 - $15,000",2020-11-05,8000.5,1.5393847880751137,1466.0,sen,Republican,William Cassidy,SE,Consumer Cyclical
431,459,2016-10-31,AMGN,"$1,001 - $15,000",2020-11-05,8000.5,0.6433125191464504,1466.0,sen,Republican,William Cassidy,SE,Healthcare
432,460,2020-03-09,DOW,"$1,001 - $15,000",2020-11-05,8000.5,0.6039960733483927,241.0,sen,Republican,William Cassidy,SE,Basic Materials
433,461,2019-01-25,DIS,"$1,001 - $15,000",2020-11-05,8000.5,0.1428571722904007,650.0,sen,Republican,William Cassidy,SE,Communication Services
434,462,2019-01-25,CMCSA,"$1,001 - $15,000",2020-11-05,8000.5,0.23951928415892,650.0,sen,Republican,William Cassidy,SE,Communication Services
435,463,2019-01-25,CSCO,"$1,001 - $15,000",2020-11-05,8000.5,-0.1929330440018249,650.0,sen,Republican,William Cassidy,SE,Technology
436,464,2019-01-25,CVS,"$1,001 - $15,000",2020-11-05,8000.5,-0.0617264673675218,650.0,sen,Republican,William Cassidy,SE,Healthcare
437,465,2016-03-31,BLK,"$1,001 - $15,000",2020-11-05,8000.5,0.96197547661705,1680.0,sen,Republican,William Cassidy,SE,Financial Services
438,466,2019-01-25,AAPL,"$1,001 - $15,000",2020-11-05,8000.5,2.01800210253276,650.0,sen,Republican,William Cassidy,SE,Technology
439,467,2018-04-23,IBM,"$1,001 - $15,000",2020-11-05,8000.5,-0.2131496040848693,927.0,sen,Republican,William Cassidy,SE,Technology
440,468,2016-03-31,WMT,"$1,001 - $15,000",2020-11-05,8000.5,1.0947584420439471,1680.0,sen,Republican,William Cassidy,SE,Consumer Defensive
441,471,2015-05-27,BAC,"$15,001 - $50,000",2015-09-15,32500.5,-0.0256869958814258,111.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
442,472,2015-09-22,M,"$1,001 - $15,000",2015-12-28,8000.5,-0.3357035757434073,97.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
443,474,2016-04-12,AMZN,"$15,001 - $50,000",2016-04-19,8000.5,0.0410001197085264,7.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
444,476,2016-05-04,GE,"$1,001 - $15,000",2017-11-27,8000.5,-0.3974060657507256,572.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
445,477,2016-04-12,TJX,"$1,001 - $15,000",2017-09-20,8000.5,-0.0476065584297333,526.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
446,478,2015-02-23,BMY,"$1,001 - $15,000",2016-08-18,8000.5,-0.0425844439772285,542.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
447,479,2016-05-18,NFLX,"$1,001 - $15,000",2016-09-06,32500.5,0.1059668103634323,111.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
448,480,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.1072902434611216,47.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
449,481,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.1072902434611216,47.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
450,482,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.1072902434611216,47.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
451,483,2016-07-21,GILD,"$1,001 - $15,000",2016-09-06,8000.5,-0.1072902434611216,47.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
452,484,2015-08-04,WFC,"$1,001 - $15,000",2016-10-26,8000.5,-0.2018332450802478,449.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
453,485,2015-08-28,BIIB,"$1,001 - $15,000",2016-12-13,32500.5,-0.0537060733889012,473.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
454,486,2016-11-28,AMGN,"$1,001 - $15,000",2016-12-23,8000.5,0.0170951651087773,25.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
455,487,2016-08-18,PSA,"$1,001 - $15,000",2016-12-23,32500.5,-0.0353709273977358,127.0,sen,Democrat,Sheldon Whitehouse,NE,Real Estate
456,488,2016-11-28,GILD,"$1,001 - $15,000",2017-09-20,8000.5,0.1086664659865035,296.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
457,489,2016-09-28,EL,"$1,001 - $15,000",2017-02-23,8000.5,-0.05008479884706,148.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Defensive
458,490,2016-11-15,ABT,"$1,001 - $15,000",2017-02-23,8000.5,0.1404169796471869,100.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
459,491,2016-05-04,GE,"$1,001 - $15,000",2017-11-27,8000.5,-0.3974060657507256,572.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
460,493,2016-04-19,WBA,"$1,001 - $15,000",2017-05-24,8000.5,-0.0153958279962994,400.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
461,494,2016-05-24,TWTR,"$1,001 - $15,000",2017-05-24,8000.5,0.2815395498534788,365.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
462,495,2017-02-23,BMY,"$1,001 - $15,000",2018-12-28,32500.5,-0.0866057341117039,673.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
463,496,2016-11-28,GILD,"$1,001 - $15,000",2017-09-20,8000.5,0.1086664659865035,296.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
464,497,2017-02-23,MCK,"$1,001 - $15,000",2017-09-20,32500.5,0.0081223833333094,209.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
465,498,2017-04-05,QCOM,"$1,001 - $15,000",2017-09-20,8000.5,-0.0795112729131775,168.0,sen,Democrat,Sheldon Whitehouse,NE,Technology
466,499,2016-04-12,TJX,"$1,001 - $15,000",2017-09-20,8000.5,-0.0476065584297333,526.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
467,500,2017-08-24,DISH,"$1,001 - $15,000",2017-09-20,8000.5,-0.0654336051324484,27.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
468,501,2017-01-24,TMUS,"$15,001 - $50,000",2017-11-07,8000.5,-0.0807040935210199,287.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
469,502,2017-01-24,TMUS,"$15,001 - $50,000",2017-11-07,8000.5,-0.0807040935210199,287.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
470,503,2016-01-14,MRK,"$1,001 - $15,000",2017-11-27,32500.5,0.053088734701652,683.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
471,504,2016-05-04,GE,"$1,001 - $15,000",2017-11-27,8000.5,-0.3974060657507256,572.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
472,505,2017-08-24,NWL,"$1,001 - $15,000",2017-12-05,8000.5,-0.3399792382235981,103.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Defensive
473,506,2017-07-28,JCI,"$1,001 - $15,000",2017-12-05,32500.5,-0.0633198375423956,130.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
474,507,2017-05-16,REGN,"$1,001 - $15,000",2017-12-18,32500.5,-0.1569213531645134,216.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
475,508,2017-04-05,USB,"$1,001 - $15,000",2018-01-17,8000.5,0.1038401085813496,287.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
476,509,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.1455027695442639,736.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
477,510,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.1455027695442639,736.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
478,511,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.1455027695442639,736.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
479,512,2017-04-05,WPC,"$1,001 - $15,000",2018-04-03,8000.5,0.0038696849725593,363.0,sen,Democrat,Sheldon Whitehouse,NE,Real Estate
480,513,2017-11-27,JPM,"$1,001 - $15,000",2018-04-03,8000.5,0.1164096956025067,127.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
481,514,2016-05-24,CMCSA,"$1,001 - $15,000",2018-04-03,8000.5,0.072069249097843,679.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
482,515,2017-05-30,MGA,"$15,001 - $50,000",2018-05-07,32500.5,0.3480381412217652,342.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
483,516,2018-06-13,ON,"$1,001 - $15,000",2018-09-28,8000.5,-0.2715414679468168,107.0,sen,Democrat,Sheldon Whitehouse,NE,Technology
484,517,2018-05-24,IBM,"$1,001 - $15,000",2019-07-05,8000.5,-0.0186714747051752,407.0,sen,Democrat,Sheldon Whitehouse,NE,Technology
485,518,2018-05-24,IBM,"$1,001 - $15,000",2019-07-05,8000.5,-0.0186714747051752,407.0,sen,Democrat,Sheldon Whitehouse,NE,Technology
486,519,2018-06-13,KHC,"$1,001 - $15,000",2018-11-19,8000.5,-0.1366056454728174,159.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Defensive
487,520,2018-09-07,F,"$1,001 - $15,000",2018-12-28,8000.5,-0.1574973509048074,112.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
488,521,2018-06-06,C,"$1,001 - $15,000",2018-12-03,8000.5,-0.0449948636051509,180.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
489,522,2018-05-24,BUD,"$1,001 - $15,000",2018-12-03,32500.5,-0.2075196109303606,193.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Defensive
490,523,2016-11-28,FB,"$1,001 - $15,000",2018-12-04,8000.5,0.1455027695442639,736.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
491,524,2018-08-28,GS,"$1,001 - $15,000",2018-12-04,32500.5,-0.2395510943114941,98.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
492,525,2018-05-24,ETN,"$1,001 - $15,000",2018-12-04,8000.5,-0.0496769182159109,194.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
493,526,2017-07-28,COF,"$15,001 - $50,000",2018-12-19,8000.5,-0.12121928802854,509.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
494,527,2018-08-28,T,"$1,001 - $15,000",2018-12-28,8000.5,-0.1288643807906453,122.0,sen,Democrat,Sheldon Whitehouse,NE,Communication Services
495,528,2018-09-07,F,"$1,001 - $15,000",2018-12-28,8000.5,-0.1574973509048074,112.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
496,529,2017-02-23,BMY,"$1,001 - $15,000",2018-12-28,32500.5,-0.0866057341117039,673.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
497,530,2016-10-26,HAS,"$1,001 - $15,000",2019-02-12,32500.5,0.0851708105321137,839.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
498,531,2018-06-06,BA,"$1,001 - $15,000",2019-03-15,32500.5,0.0199967507928771,282.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
499,532,2018-05-24,IBM,"$1,001 - $15,000",2019-07-05,8000.5,-0.0186714747051752,407.0,sen,Democrat,Sheldon Whitehouse,NE,Technology
500,533,2018-12-28,TSLA,"$1,001 - $15,000",2019-08-27,32500.5,-0.3587923359172926,242.0,sen,Democrat,Sheldon Whitehouse,NE,Consumer Cyclical
501,534,2017-05-10,WM,"$1,001 - $15,000",2020-02-13,32500.5,0.699685450559141,1009.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
502,535,2019-04-18,CGNX,"$15,001 - $50,000",2020-03-11,32500.5,-0.3026548402499309,328.0,sen,Democrat,Sheldon Whitehouse,NE,Technology
503,536,2018-12-28,ILMN,"$1,001 - $15,000",2020-03-11,8000.5,-0.1750998040297364,439.0,sen,Democrat,Sheldon Whitehouse,NE,Healthcare
504,537,2019-04-18,SIEGY,"$15,001 - $50,000",2020-03-11,32500.5,-0.2600433714343089,328.0,sen,Democrat,Sheldon Whitehouse,NE,Industrials
505,538,2018-05-07,CB,"$1,001 - $15,000",2020-09-09,32500.5,-0.0790445705860094,856.0,sen,Democrat,Sheldon Whitehouse,NE,Financial Services
506,539,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.0043682469576306,84.0,sen,Republican,Kelly Loeffler,SE,Financial Services
507,540,2020-02-24,AMZN,"$15,001 - $50,000",2020-02-27,32500.5,-0.062206046814771,3.0,sen,Republican,Kelly Loeffler,SE,Consumer Cyclical
508,541,2020-02-26,CME,"$100,001 - $250,000",2020-03-16,32500.5,-0.3253701597453477,19.0,sen,Republican,Kelly Loeffler,SE,Financial Services
509,542,2020-03-06,BKNG,"$15,001 - $50,000",2020-03-11,8000.5,-0.1051988222841003,5.0,sen,Republican,Kelly Loeffler,SE,Consumer Cyclical
510,543,2020-03-06,BKNG,"$15,001 - $50,000",2020-03-11,8000.5,-0.1051988222841003,5.0,sen,Republican,Kelly Loeffler,SE,Consumer Cyclical
511,544,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.0043682469576306,84.0,sen,Republican,Kelly Loeffler,SE,Financial Services
512,545,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.0043682469576306,84.0,sen,Republican,Kelly Loeffler,SE,Financial Services
513,546,2020-02-27,FIS,"$15,001 - $50,000",2020-04-07,75000.5,-0.1348743168870531,40.0,sen,Republican,Kelly Loeffler,SE,Technology
514,547,2020-02-26,CME,"$100,001 - $250,000",2020-03-16,32500.5,-0.3253701597453477,19.0,sen,Republican,Kelly Loeffler,SE,Financial Services
515,548,2020-03-19,MSFT,"$15,001 - $50,000",2020-04-07,375000.5,0.1456099628735962,19.0,sen,Republican,Kelly Loeffler,SE,Technology
516,549,2020-02-27,FIS,"$15,001 - $50,000",2020-04-07,75000.5,-0.1348743168870531,40.0,sen,Republican,Kelly Loeffler,SE,Technology
517,550,2020-03-20,CSCO,"$50,001 - $100,000",2020-04-07,175000.5,0.1415730654929971,18.0,sen,Republican,Kelly Loeffler,SE,Technology
518,551,2020-03-20,PRU,"$100,001 - $250,000",2020-04-07,75000.5,0.2318978570986906,18.0,sen,Republican,Kelly Loeffler,SE,Financial Services
519,552,2020-02-14,CTXS,"$100,001 - $250,000",2020-04-07,175000.5,0.1947882038043064,53.0,sen,Republican,Kelly Loeffler,SE,Technology
520,553,2020-03-19,CME,"$50,001 - $100,000",2020-04-07,175000.5,0.1390928757125339,19.0,sen,Republican,Kelly Loeffler,SE,Financial Services
521,554,2020-03-20,ADM,"$100,001 - $250,000",2020-04-07,175000.5,0.1754328266843863,18.0,sen,Republican,Kelly Loeffler,SE,Consumer Defensive
522,555,2020-03-27,AIG,"$1,001 - $15,000",2020-04-07,32500.5,-0.0882007048142869,11.0,sen,Republican,Kelly Loeffler,SE,Financial Services
523,556,2020-03-20,AIZ,"$1,001 - $15,000",2020-04-07,375000.5,0.1432179335427387,18.0,sen,Republican,Kelly Loeffler,SE,Financial Services
524,557,2020-03-20,CAH,"$100,001 - $250,000",2020-04-07,175000.5,0.1050080554993089,18.0,sen,Republican,Kelly Loeffler,SE,Healthcare
525,558,2020-03-20,CR,"$100,001 - $250,000",2020-04-07,175000.5,0.2732717955162313,18.0,sen,Republican,Kelly Loeffler,SE,Industrials
526,559,2020-03-20,DAL,"$50,001 - $100,000",2020-04-07,75000.5,0.0421545481241025,18.0,sen,Republican,Kelly Loeffler,SE,Industrials
527,560,2020-03-20,CVX,"$50,001 - $100,000",2020-04-07,175000.5,0.3625189257545187,18.0,sen,Republican,Kelly Loeffler,SE,Energy
528,561,2020-03-20,WDC,"$100,001 - $250,000",2020-04-07,175000.5,0.3803543208849705,18.0,sen,Republican,Kelly Loeffler,SE,Technology
529,562,2020-02-14,ORCL,"$100,001 - $250,000",2020-04-07,175000.5,-0.0849108129713183,53.0,sen,Republican,Kelly Loeffler,SE,Technology
530,563,2020-03-31,TRV,"$15,001 - $50,000",2020-04-07,32500.5,0.0143935614206201,7.0,sen,Republican,Kelly Loeffler,SE,Financial Services
531,564,2020-03-20,HIG,"$100,001 - $250,000",2020-04-07,175000.5,0.1806842861679225,18.0,sen,Republican,Kelly Loeffler,SE,Financial Services
532,565,2020-03-20,EMR,"$250,001 - $500,000",2020-04-07,175000.5,0.1406214729299686,18.0,sen,Republican,Kelly Loeffler,SE,Industrials
533,566,2020-03-10,DD,"$1,001 - $15,000",2020-04-07,175000.5,-0.0225603524251998,28.0,sen,Republican,Kelly Loeffler,SE,Basic Materials
534,567,2020-03-20,K,"$100,001 - $250,000",2020-04-07,175000.5,0.1207668464060474,18.0,sen,Republican,Kelly Loeffler,SE,Consumer Defensive
535,568,2020-01-21,DFS,"$250,001 - $500,000",2020-04-14,32500.5,-0.5754063258876534,84.0,sen,Republican,Kelly Loeffler,SE,Financial Services
536,569,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.0043682469576306,84.0,sen,Republican,Kelly Loeffler,SE,Financial Services
537,570,2020-02-26,ICE,"$1,000,001 - $5,000,000",2020-05-20,15000000.5,-0.0043682469576306,84.0,sen,Republican,Kelly Loeffler,SE,Financial Services
538,571,2020-05-20,ICE,"$1,000,001 - $5,000,000",2020-07-22,15000000.5,0.0279293814401848,63.0,sen,Republican,Kelly Loeffler,SE,Financial Services
539,572,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
540,573,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
541,574,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
542,575,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
543,576,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
544,577,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
545,578,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
546,579,2015-02-26,PAA,"$15,001 - $50,000",2015-08-07,8000.5,-0.2883300122952987,162.0,sen,Republican,"David A Perdue , Jr",SE,Energy
547,580,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.0346666971842447,172.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
548,581,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.0346666971842447,172.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
549,582,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.0346666971842447,172.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
550,583,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.0346666971842447,172.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
551,584,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.0346666971842447,172.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
552,585,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.0346666971842447,172.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
553,586,2015-03-12,CIT,"$1,001 - $15,000",2015-08-31,8000.5,-0.0346666971842447,172.0,sen,Republican,"David A Perdue , Jr",SE,Financial Services
554,588,2015-05-06,SYY,"$15,001 - $50,000",2019-09-30,8000.5,1.2073950189409204,1608.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
555,597,2015-04-02,KO,"$1,001 - $15,000",2016-04-11,32500.5,0.1415928780315262,375.0,sen,Republican,"David A Perdue , Jr",SE,Consumer Defensive
556,598,2016-02-17,EPD,"$15,001 - $50,000",2017-03-23,8000.5,0.1714285289644096,400.0,sen,Republican,"David A Perdue , Jr",SE,Energy
557,609,2016-04-22,MPLX,"$1,001 - $15,000",2016-07-06,75000.5,-0.0447400655279157,75.0,sen,Republican,"David A Perdue , Jr",SE,Energy
558,619,2016-05-05,FE,"$1,001 - $15,000",2016-08-16,8000.5,-0.0325276098831514,103.0,sen,Republican,"David A Perdue , Jr",SE,Utilities
559,622,2015-08-28,BAX,"$1,001 - $15,000",2020-04-14,32500.5,1.2774193548387096,1691.0,sen,Republican,"David A Perdue , Jr",SE,Healthcare
